index,links,pincode,bedrooms,bathroom,parking,furniture,carpet_area_sqft,agent,transaction_type,property_type,price,Latitude,Longitude,location,location_with_pincode
0,https://www.magicbricks.com/propertyDetails/5-BHK-3410-Sq-ft-Penthouse-FOR-Sale-Mulund-West-in-Mumbai&id=4d423639323236333639,400080,5,5,covered parking,unfurnished,2200,Not certified,New Property,Penthouse,59000000,19.176,72.9522,S.B. Road,S.B. Road - 400080
1,https://www.magicbricks.com/propertyDetails/4-BHK-3926-Sq-ft-Penthouse-FOR-Sale-Byculla-in-Mumbai&id=4d423638383538363631,400010,4,4,covered parking,unfurnished,3926,certified agent,New Property,Penthouse,239500000,18.3667,72.9333,Mazgaon,Mazgaon - 400010
2,https://www.magicbricks.com/propertyDetails/4-BHK-5500-Sq-ft-Penthouse-FOR-Sale-Juhu-in-Mumbai&id=4d423638333131383135,400049,4,4,No covered parking,furnished,4200,Not certified,Resale,Penthouse,185000000,19.1026,72.8242,Juhu,Juhu - 400049
3,https://www.magicbricks.com/propertyDetails/5-BHK-5800-Sq-ft-Penthouse-FOR-Sale-Juhu-in-Mumbai&id=4d423639323531343031,400049,5,5,No covered parking,furnished,4800,Not certified,Resale,Penthouse,450000000,19.1026,72.8242,Juhu,Juhu - 400049
4,https://www.magicbricks.com/propertyDetails/4-BHK-2600-Sq-ft-Penthouse-FOR-Sale-Chembur-in-Mumbai&id=4d423633393230303839,400071,4,5,No covered parking,furnished,2250,Not certified,Resale,Penthouse,80000000,19.0348,72.8929,Chembur,Chembur - 400071
5,https://www.magicbricks.com/propertyDetails/5-BHK-3000-Sq-ft-Penthouse-FOR-Sale-Vile-Parle-East-in-Mumbai&id=4d423637343435363433,400099,5,4,No covered parking,unfurnished,2500,Not certified,Resale,Penthouse,91100000,19.2355,72.8468,Sahar P & T Colony,Sahar P & T Colony - 400099
6,https://www.magicbricks.com/propertyDetails/5-BHK-3500-Sq-ft-Penthouse-FOR-Sale-Andheri-West-in-Mumbai&id=4d423638373935363837,400047,5,6,No covered parking,furnished,2500,Not certified,Resale,Penthouse,120000000,19.136326,72.82766,Andheri west,Andheri west-400047
7,https://www.magicbricks.com/propertyDetails/3-BHK-2200-Sq-ft-Penthouse-FOR-Sale-Powai-in-Mumbai&id=4d423638323233373039,400076,3,3,No covered parking,semi-furnished,2200,Not certified,Resale,Penthouse,52300000,19.0737,72.9009,Powai Iit,Powai Iit - 400076
8,https://www.magicbricks.com/propertyDetails/4-BHK-3300-Sq-ft-Penthouse-FOR-Sale-Oshiwara-in-Mumbai&id=4d423638393638343333,400102,4,5,No covered parking,furnished,3300,Not certified,Resale,Penthouse,138000000,19.0499,73.259,Jogeshwari West,Jogeshwari West - 400102
9,https://www.magicbricks.com/propertyDetails/5-BHK-1200-Sq-ft-Penthouse-FOR-Sale-Lokhandwala-Complex-in-Mumbai&id=4d423638353136363037,400047,5,5,covered parking,furnished,2600,certified agent,Resale,Penthouse,120000000,19.136326,72.82766,Andheri west,Andheri west-400047
10,https://www.magicbricks.com/propertyDetails/4-BHK-1200-Sq-ft-Penthouse-FOR-Sale-Eksar-in-Mumbai&id=4d423638393236383833,400091,4,3,covered parking,unfurnished,1200,certified agent,Resale,Penthouse,25000000,19.235,72.8598,Borivali,Borivali - 400091
11,https://www.magicbricks.com/propertyDetails/4-BHK-3500-Sq-ft-Penthouse-FOR-Sale-JVPD-Scheme-in-Mumbai&id=4d423636373332363239,400049,4,4,No covered parking,furnished,2600,certified agent,Resale,Penthouse,350000000,19.1026,72.8242,Juhu,Juhu - 400049
12,https://www.magicbricks.com/propertyDetails/5-BHK-5500-Sq-ft-Penthouse-FOR-Sale-JVPD-Scheme-in-Mumbai-r1&id=4d423636343634333535,400049,5,5,covered parking,furnished,5000,Not certified,Resale,Penthouse,250000000,19.1026,72.8242,Juhu,Juhu - 400049
13,https://www.magicbricks.com/propertyDetails/4-BHK-2600-Sq-ft-Penthouse-FOR-Sale-Borivali-East-in-Mumbai-r7&id=4d423539303530323939,400066,4,5,No covered parking,unfurnished,1850,Not certified,Resale,Penthouse,49100000,19.1699,72.8504,Rajendra Nagar (Mumbai),Rajendra Nagar (Mumbai) - 400066
14,https://www.magicbricks.com/propertyDetails/4-BHK-5200-Sq-ft-Penthouse-FOR-Sale-Prabhadevi-in-Mumbai&id=4d423639313631373239,400025,4,5,No covered parking,unfurnished,4950,Not certified,Resale,Penthouse,210000000,19.0164,72.8294,Prabhadevi,Prabhadevi - 400025
15,https://www.magicbricks.com/propertyDetails/4-BHK-4000-Sq-ft-Penthouse-FOR-Sale-Union-Park-Pali-Hill-in-Mumbai-r1&id=4d423638303932313537,400052,4,4,No covered parking,furnished,3000,Not certified,Resale,Penthouse,89900000,18.7997,72.926,V.P. Road,V.P. Road - 400052
16,https://www.magicbricks.com/propertyDetails/3-BHK-3200-Sq-ft-Penthouse-FOR-Sale-Santacruz-West-in-Mumbai-r4&id=4d423538313437393137,400054,3,5,No covered parking,unfurnished,2200,Not certified,Resale,Penthouse,160000000,19.0111,73.8747,Santacruz Central,Santacruz Central - 400054
17,https://www.magicbricks.com/propertyDetails/5-BHK-2600-Sq-ft-Penthouse-FOR-Sale-Andheri-West-in-Mumbai&id=4d423638303832383633,400047,5,6,No covered parking,semi-furnished,2600,Not certified,Resale,Penthouse,135000000,19.136326,72.82766,Andheri west,Andheri west-400047
18,https://www.magicbricks.com/propertyDetails/5-BHK-4400-Sq-ft-Penthouse-FOR-Sale-Lokhandwala-Complex-in-Mumbai&id=4d423636333436333033,400047,5,6,No covered parking,unfurnished,3800,Not certified,Resale,Penthouse,124200000,19.136326,72.82766,Andheri west,Andheri west-400047
19,https://www.magicbricks.com/propertyDetails/2-BHK-1505-Sq-ft-Penthouse-FOR-Sale-Andheri-East-in-Mumbai&id=4d423638313333393431,400069,2,2,No covered parking,furnished,1505,Not certified,Resale,Penthouse,25900000,19.1145,72.8712,Nagardas Road,Nagardas Road - 400069
20,https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Penthouse-FOR-Sale-Mumbai-Central-in-Mumbai&id=4d423632393234333331,400008,3,3,No covered parking,unfurnished,1500,Not certified,Resale,Penthouse,52500000,18.6291,72.8919,Falkland Road,Falkland Road - 400008
21,https://www.magicbricks.com/propertyDetails/4-BHK-2925-Sq-ft-Penthouse-FOR-Sale-Juhu-in-Mumbai&id=4d423638333637323337,400049,4,5,No covered parking,unfurnished,2925,Not certified,Resale,Penthouse,140000000,19.1026,72.8242,Juhu,Juhu - 400049
22,https://www.magicbricks.com/propertyDetails/1-BHK-670-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Govind-Nagar-in-Mumbai&id=4d423530393731343838,400091,1,2,No covered parking,unfurnished,560,Not certified,Resale,Apartment,9200000,19.235,72.8598,Borivali,Borivali - 400091
23,https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Bhandup-East-in-Mumbai&id=4d423638373835313637,400042,2,2,No covered parking,unfurnished,730,Not certified,Resale,Apartment,10500000,19.1026,72.8242,Bhandup East,Bhandup East - 400042
24,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dhobi-Talao-in-Mumbai&id=4d423637363238343231,400001,1,2,No covered parking,furnished,450,Not certified,Resale,Apartment,15500000,18.6291,72.8919,Mumbai G.P.O.,Mumbai G.P.O. - 400001
25,https://www.magicbricks.com/propertyDetails/3-BHK-1030-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Ulhasnagar-in-Mumbai&id=4d423635383830353035,421002,3,2,No covered parking,furnished,1030,Not certified,Resale,Apartment,6030000,19.5609,74.494,Bhaji Market,Bhaji Market - 421002
26,https://www.magicbricks.com/propertyDetails/2-BHK-620-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-West-in-Mumbai&id=4d423336393138353333,401301,2,2,covered parking,furnished,620,Not certified,Resale,Apartment,4420000,19.4608,72.7763,Chikhal Dongre,Chikhal Dongre - 401301
27,https://www.magicbricks.com/propertyDetails/1-BHK-445-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Oswal-Nagari-in-Mumbai&id=4d423636383530303935,401209,1,1,No covered parking,semi-furnished,600,Not certified,Resale,Apartment,3330000,20.1171,73.2565,Nallosapare E,Nallosapare E - 401209
28,https://www.magicbricks.com/propertyDetails/2-BHK-925-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Santacruz-West-in-Mumbai&id=4d423638363033393433,400054,2,2,No covered parking,unfurnished,925,Not certified,Resale,Apartment,22500000,19.0111,73.8747,Santacruz Central,Santacruz Central - 400054
29,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-East-in-Mumbai&id=4d423232353730353931,401305,1,1,No covered parking,unfurnished,500,Not certified,Resale,Apartment,2060000,19.9922,73.202,Virar East,Virar East - 401305
30,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chembur-in-Mumbai&id=4d423230303438363933,400071,1,2,No covered parking,unfurnished,550,Not certified,Resale,Apartment,12500000,19.0348,72.8929,Chembur,Chembur - 400071
31,https://www.magicbricks.com/propertyDetails/1-BHK-395-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Naigaon-East-in-Mumbai&id=4d423638373135343631,401208,1,1,No covered parking,unfurnished,395,Not certified,Resale,Apartment,1410000,19.3547,72.9094,Kaman,Kaman - 401208
32,https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vasai-West-in-Mumbai&id=4d423237313337333239,401202,1,1,No covered parking,unfurnished,600,Not certified,Resale,Apartment,4900000,20.1171,73.2565,Umela,Umela - 401202
33,https://www.magicbricks.com/propertyDetails/1-BHK-390-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Lal-Baug-in-Mumbai&id=4d423432323338363939,400012,1,2,No covered parking,semi-furnished,390,Not certified,New Property,Apartment,15200000,19.0,72.8333,Parel,Parel - 400012
34,https://www.magicbricks.com/propertyDetails/1-BHK-300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chandivali-in-Mumbai&id=4d423636363738353435,400072,1,1,No covered parking,unfurnished,270,Not certified,Resale,Apartment,4000000,19.0737,72.9009,Vihar Road,Vihar Road - 400072
35,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mulund-East-in-Mumbai&id=4d423638363334343635,400081,2,2,No covered parking,furnished,620,Not certified,Resale,Apartment,13000000,19.1649,72.9608,Mulund East,Mulund East - 400081
36,https://www.magicbricks.com/propertyDetails/1-BHK-290-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Tambe-Nagar-in-Mumbai&id=4d423638363632383233,400080,1,1,No covered parking,unfurnished,290,Not certified,Resale,Apartment,6440000,19.176,72.9522,S.B. Road,S.B. Road - 400080
37,https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Borivali-West-in-Mumbai&id=4d423636333536323133,400092,3,3,covered parking,unfurnished,1064,certified agent,New Property,Apartment,32000000,19.2361,72.8338,Borivali West,Borivali West - 400092
38,https://www.magicbricks.com/propertyDetails/2-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dadar-West-in-Mumbai&id=4d423638393732303035,400028,2,2,No covered parking,unfurnished,550,Not certified,Resale,Apartment,23000000,18.986,72.8259,Ranade Road,Ranade Road - 400028
39,https://www.magicbricks.com/propertyDetails/1-BHK-560-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Suman-Nagar-Chembur-in-Mumbai&id=4d423135323836333333,400071,1,1,No covered parking,unfurnished,560,Not certified,Resale,Apartment,10500000,19.0348,72.8929,Chembur,Chembur - 400071
40,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chembur-Colony-in-Mumbai&id=4d423634353038383331,400074,1,2,No covered parking,unfurnished,500,Not certified,Resale,Apartment,4600000,19.0737,72.9009,Chembur Extension,Chembur Extension - 400074
41,https://www.magicbricks.com/propertyDetails/3-BHK-2411-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Colaba-in-Mumbai&id=4d423631313738333139,400005,3,3,No covered parking,semi-furnished,2411,Not certified,Resale,Apartment,54600000,18.9069,72.8106,Colaba,Colaba - 400005
42,https://www.magicbricks.com/propertyDetails/2-BHK-750-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-West-in-Mumbai&id=4d423436303733303835,401301,2,1,No covered parking,unfurnished,750,Not certified,Resale,Apartment,3500000,19.4608,72.7763,Chikhal Dongre,Chikhal Dongre - 401301
43,https://www.magicbricks.com/propertyDetails/1-BHK-540-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Bhayandar-East-in-Mumbai-r1&id=4d423139383136313833,401105,1,1,covered parking,furnished,540,Not certified,Resale,Apartment,4600000,20.2121,73.9158,Bhayander East,Bhayander East - 401105
44,https://www.magicbricks.com/propertyDetails/2-BHK-732-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sai-Wadi-in-Mumbai&id=4d423637373936353233,400061,2,1,No covered parking,semi-furnished,732,Not certified,Resale,Apartment,2500000,19.14455,72.82169999999999,Madh,Madh - 400061
45,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kandivali-West-in-Mumbai&id=4d423639303636333539,400067,1,1,No covered parking,semi-furnished,400,Not certified,Resale,Apartment,8190000,19.1699,72.8504,Kandivali West,Kandivali West - 400067
46,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mira-Road-in-Mumbai&id=4d423632363839343135,401107,1,1,No covered parking,unfurnished,500,Not certified,Resale,Apartment,4200000,19.2836,72.8675,Mira,Mira - 401107
47,https://www.magicbricks.com/propertyDetails/2-BHK-770-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mira-Road-in-Mumbai&id=4d423632393231313831,401107,2,2,No covered parking,unfurnished,770,Not certified,Resale,Apartment,6500000,19.2836,72.8675,Mira,Mira - 401107
48,https://www.magicbricks.com/propertyDetails/1-BHK-495-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-West-in-Mumbai&id=4d423439343737393535,401301,1,1,No covered parking,semi-furnished,495,Not certified,Resale,Apartment,2100000,19.4608,72.7763,Chikhal Dongre,Chikhal Dongre - 401301
49,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chembur-in-Mumbai&id=4d423633333032353239,400071,1,1,No covered parking,semi-furnished,350,Not certified,Resale,Apartment,7500000,19.0348,72.8929,Chembur,Chembur - 400071
50,https://www.magicbricks.com/propertyDetails/1-BHK-485-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-in-Mumbai&id=4d423436383335393937,401303,1,1,No covered parking,semi-furnished,485,Not certified,Resale,Apartment,2800000,20.5196,73.09731000000001,Tilher,Tilher - 401303
51,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mahim-West-in-Mumbai&id=4d423139323637333031,400016,2,1,No covered parking,unfurnished,1000,Not certified,Resale,Apartment,24400000,19.0333,72.85,Mahim,Mahim - 400016
52,https://www.magicbricks.com/propertyDetails/1-BHK-583-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-East-in-Mumbai&id=4d423637373230303137,401305,1,1,No covered parking,semi-furnished,583,Not certified,Resale,Apartment,2510000,19.9922,73.202,Virar East,Virar East - 401305
53,https://www.magicbricks.com/propertyDetails/1-BHK-430-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423633323030313135,400047,1,1,No covered parking,unfurnished,400,Not certified,Resale,Apartment,4200000,19.136326,72.82766,Andheri west,Andheri west-400047
54,https://www.magicbricks.com/propertyDetails/1-BHK-345-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-West-in-Mumbai&id=4d423439303332363839,401301,1,2,No covered parking,unfurnished,345,Not certified,Resale,Apartment,1500000,19.4608,72.7763,Chikhal Dongre,Chikhal Dongre - 401301
55,https://www.magicbricks.com/propertyDetails/2-BHK-1250-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Saki-Naka-in-Mumbai&id=4d423639313833303133,400072,2,2,No covered parking,semi-furnished,1200,Not certified,Resale,Apartment,7360000,19.0737,72.9009,Vihar Road,Vihar Road - 400072
56,https://www.magicbricks.com/propertyDetails/2-BHK-450-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Naupada-in-Mumbai&id=4d423633353733333139,400051,2,2,No covered parking,unfurnished,450,Not certified,Resale,Apartment,6500000,20.0435,73.972,Audit Bhavan,Audit Bhavan - 400051
57,https://www.magicbricks.com/propertyDetails/1-BHK-355-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Shankarwadi-Jogeshwari-East-in-Mumbai&id=4d423432303037383831,400060,1,2,No covered parking,unfurnished,355,Not certified,Resale,Apartment,6300000,19.1699,72.8504,Jogeshwari East,Jogeshwari East - 400060
58,https://www.magicbricks.com/propertyDetails/2-BHK-886-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mira-Road-in-Mumbai&id=4d423234313936323037,401107,2,2,No covered parking,furnished,886,Not certified,New Property,Apartment,9500000,19.2836,72.8675,Mira,Mira - 401107
59,https://www.magicbricks.com/propertyDetails/1-BHK-470-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mulund-West-in-Mumbai&id=4d423433383837363531,400080,1,1,No covered parking,semi-furnished,470,Not certified,Resale,Apartment,9900000,19.176,72.9522,S.B. Road,S.B. Road - 400080
60,https://www.magicbricks.com/propertyDetails/2-BHK-1000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Sion-in-Mumbai-r13&id=4d423239323732313639,400022,2,2,No covered parking,semi-furnished,850,Not certified,Resale,Apartment,25000000,19.0333,72.85,Sion,Sion - 400022
61,https://www.magicbricks.com/propertyDetails/2-BHK-825-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vasai-East-in-Mumbai&id=4d423639313538393633,401208,2,2,No covered parking,semi-furnished,780,Not certified,Resale,Apartment,7200000,19.3547,72.9094,Kaman,Kaman - 401208
62,https://www.magicbricks.com/propertyDetails/2-BHK-980-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Ulhasnagar-in-Mumbai&id=4d423630353439323933,421002,2,2,No covered parking,semi-furnished,980,Not certified,Resale,Apartment,4500000,19.5609,74.494,Bhaji Market,Bhaji Market - 421002
63,https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Bhuleshwar-in-Mumbai&id=4d423630393433343035,400004,3,4,No covered parking,furnished,1300,Not certified,Resale,Apartment,55000000,18.95,72.8167,Girgaon,Girgaon - 400004
64,https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Santacruz-West-in-Mumbai&id=4d423638363339353831,400054,3,3,No covered parking,unfurnished,1050,Not certified,Resale,Apartment,37500000,19.0111,73.8747,Santacruz Central,Santacruz Central - 400054
65,https://www.magicbricks.com/propertyDetails/2-BHK-675-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Marol-in-Mumbai&id=4d423439383831393932,400059,2,2,No covered parking,unfurnished,675,Not certified,Resale,Apartment,20900000,19.0111,73.8747,J.B. Nagar,J.B. Nagar - 400059
66,https://www.magicbricks.com/propertyDetails/1-BHK-150-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Chakala-in-Mumbai&id=4d423639303332303935,400047,1,1,No covered parking,unfurnished,150,Not certified,Resale,Apartment,1800000,19.136326,72.82766,Andheri west,Andheri west-400047
67,https://www.magicbricks.com/propertyDetails/1-BHK-410-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Nalasopara-in-Mumbai&id=4d423638353632393031,401203,1,1,No covered parking,semi-furnished,410,Not certified,Resale,Apartment,1130000,20.498275,73.4301,Nala,Nala - 401203
68,https://www.magicbricks.com/propertyDetails/3-BHK-1085-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kandivali-West-in-Mumbai&id=4d423532373731383631,400067,3,2,covered parking,semi-furnished,1085,Not certified,Resale,Apartment,16000000,19.1699,72.8504,Kandivali West,Kandivali West - 400067
69,https://www.magicbricks.com/propertyDetails/3-BHK-850-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Ghatkopar-West-in-Mumbai&id=4d423235303033333235,400086,3,2,No covered parking,unfurnished,858,Not certified,Resale,Apartment,14500000,19.1247,72.9488,Ghatkopar West,Ghatkopar West - 400086
70,https://www.magicbricks.com/propertyDetails/1-BHK-325-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malad-East-in-Mumbai&id=4d423639303034393435,400097,1,1,No covered parking,unfurnished,280,Not certified,Resale,Apartment,5500000,19.2355,72.8468,Malad East,Malad East - 400097
71,https://www.magicbricks.com/propertyDetails/1-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-in-Mumbai&id=4d423637343038363835,401303,1,2,No covered parking,unfurnished,485,Not certified,Resale,Apartment,2160000,20.5196,73.09731000000001,Tilher,Tilher - 401303
72,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malad-West-in-Mumbai&id=4d423436353233333139,400095,1,2,No covered parking,furnished,500,Not certified,Resale,Apartment,14500000,19.2355,72.8468,Kharodi,Kharodi - 400095
73,https://www.magicbricks.com/propertyDetails/1-BHK-450-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malad-West-in-Mumbai&id=4d423537393335353731,400095,1,2,No covered parking,unfurnished,450,Not certified,Resale,Apartment,8800000,19.2355,72.8468,Kharodi,Kharodi - 400095
74,https://www.magicbricks.com/propertyDetails/2-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Kurla-West-in-Mumbai&id=4d423638323535393933,400070,2,2,No covered parking,semi-furnished,500,Not certified,Resale,Apartment,8100000,19.0713,72.883,Kurla North,Kurla North - 400070
75,https://www.magicbricks.com/propertyDetails/1-BHK-418-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Mulund-East-in-Mumbai&id=4d423630343233323837,400081,1,2,No covered parking,unfurnished,418,Not certified,Resale,Apartment,11000000,19.1649,72.9608,Mulund East,Mulund East - 400081
76,https://www.magicbricks.com/propertyDetails/1-BHK-540-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malad-West-in-Mumbai&id=4d423238353438333633,400095,1,1,No covered parking,semi-furnished,540,Not certified,Resale,Apartment,6000000,19.2355,72.8468,Kharodi,Kharodi - 400095
77,https://www.magicbricks.com/propertyDetails/1-BHK-500-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dahisar-East-in-Mumbai&id=4d423636383030333939,400068,1,1,No covered parking,unfurnished,500,Not certified,Resale,Apartment,6500000,19.2565,72.8733,Dahisar,Dahisar - 400068
78,https://www.magicbricks.com/propertyDetails/2-BHK-917-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dadar-West-in-Mumbai&id=4d423638373836373739,400028,2,1,No covered parking,unfurnished,917,Not certified,Resale,Apartment,27300000,18.986,72.8259,Ranade Road,Ranade Road - 400028
79,https://www.magicbricks.com/propertyDetails/3-BHK-1200-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-in-Mumbai&id=4d423638393931323035,401303,3,3,No covered parking,unfurnished,1200,Not certified,Resale,Apartment,4500000,20.5196,73.09731000000001,Tilher,Tilher - 401303
80,https://www.magicbricks.com/propertyDetails/3-BHK-980-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malad-East-in-Mumbai&id=4d423636303934313933,400097,3,2,No covered parking,furnished,725,Not certified,Resale,Apartment,13500000,19.2355,72.8468,Malad East,Malad East - 400097
81,https://www.magicbricks.com/propertyDetails/1-BHK-400-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Malad-West-in-Mumbai&id=4d423431333933303837,400095,1,1,No covered parking,unfurnished,350,Not certified,New Property,Apartment,2640000,19.2355,72.8468,Kharodi,Kharodi - 400095
82,https://www.magicbricks.com/propertyDetails/1-BHK-580-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Breach-Candy-in-Mumbai&id=4d423434393132303231,400006,1,2,No covered parking,furnished,580,Not certified,Resale,Apartment,36700000,18.95,72.7833,Malabar Hill,Malabar Hill - 400006
83,https://www.magicbricks.com/propertyDetails/1-BHK-620-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Virar-in-Mumbai&id=4d423636383138353835,401303,1,1,No covered parking,semi-furnished,620,Not certified,Resale,Apartment,2400000,20.5196,73.09731000000001,Tilher,Tilher - 401303
84,https://www.magicbricks.com/propertyDetails/2-BHK-858-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Girgaon-in-Mumbai&id=4d423630333833343331,401606,2,2,No covered parking,furnished,858,Not certified,Resale,Apartment,40000000,21.582492857142856,74.47971428571428,Zari,Zari - 401606
85,https://www.magicbricks.com/propertyDetails/1-BHK-350-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vasai-in-Mumbai&id=4d423633383436333233,401202,1,2,No covered parking,unfurnished,350,Not certified,Resale,Apartment,1100000,20.1171,73.2565,Umela,Umela - 401202
87,https://www.magicbricks.com/propertyDetails/3-BHK-1300-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Grant-Road-in-Mumbai&id=4d423633303139353831,400007,3,2,No covered parking,furnished,1300,Not certified,Resale,Apartment,28200000,18.9667,72.8167,Tardeo,Tardeo - 400007
88,https://www.magicbricks.com/propertyDetails/1-BHK-525-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Bhayandar-West-in-Mumbai&id=4d423630343035333537,401101,1,2,No covered parking,semi-furnished,440,Not certified,Resale,Apartment,4000000,28.9416,77.0959,Rai,Rai - 401101
89,https://www.magicbricks.com/propertyDetails/1-BHK-325-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Andheri-West-in-Mumbai&id=4d423638383534313235,400047,1,1,No covered parking,semi-furnished,325,Not certified,Resale,Apartment,2700000,19.136326,72.82766,Andheri west,Andheri west-400047
90,https://www.magicbricks.com/propertyDetails/2-BHK-719-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Ghatkopar-West-in-Mumbai&id=4d423633303132353235,400086,2,2,No covered parking,semi-furnished,719,Not certified,Resale,Apartment,16000000,19.1247,72.9488,Ghatkopar West,Ghatkopar West - 400086
91,https://www.magicbricks.com/propertyDetails/1-BHK-580-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Bhandup-West-in-Mumbai&id=4d423337363735363535,400078,1,1,No covered parking,unfurnished,520,Not certified,Resale,Apartment,8550000,19.0737,72.9009,P.H. Colony,P.H. Colony - 400078
92,https://www.magicbricks.com/propertyDetails/4-BHK-1700-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Dhobi-Talao-in-Mumbai&id=4d423637363937313833,400001,4,2,No covered parking,unfurnished,1700,Not certified,Resale,Apartment,22500000,18.6291,72.8919,Mumbai G.P.O.,Mumbai G.P.O. - 400001
93,https://www.magicbricks.com/propertyDetails/2-BHK-720-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vasai-in-Mumbai&id=4d423638343733323037,401202,2,2,No covered parking,semi-furnished,720,Not certified,Resale,Apartment,4000000,20.1171,73.2565,Umela,Umela - 401202
